Class,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
1,0.677772705,0.008850632,0.274678073,0.664537471,0.908442055,0.835731197,0.14834403,0.422843171,0.06363356,0.271790532,0.250695463,0.367280264,0.58689496,0.60588544,0.707700391,0.67581162,0.969464983,0.297836894,0.334574353,0.815677738,0.06986084
0,0.685562067,0.803425643,0.862887417,0.916462345,0.652265426,0.730150838,0.524885375,0.713585596,0.642156915,0.415725297,0.225859369,0.51670716,0.97928428,0.96419482,0.778326331,0.769617369,0.282119628,0.876776813,0.435543928,0.312352523,0.20758283
1,0.890386552,0.324560848,0.139949766,0.041703099,0.907833612,0.348730975,0.286359558,0.971196852,0.034820706,0.554730881,0.595771935,0.140447855,0.903625087,0.09526017,0.774259684,0.824864914,0.421081241,0.481714436,0.89218556,0.78953529,0.350025818
0,0.094456047,0.77601369,0.588289837,0.990656284,0.049891957,0.96044261,0.665918943,0.24001469,0.68116254,0.036295837,0.044949622,0.68775474,0.090917724,0.972630752,0.089073654,0.219719324,0.057865427,0.740429918,0.204248849,0.000277898,0.041693207
0,0.530059193,0.345441174,0.34817891,0.092915655,0.558530115,0.224910078,0.39060857,0.552419534,0.372092003,0.089275731,0.117358193,0.470959008,0.953446387,0.243085361,0.853121089,0.916583304,0.540183744,0.420370861,0.577445395,0.74225513,0.056068438
1,0.657181654,0.838642239,0.359790404,0.455935949,0.408151945,0.360660497,0.863298091,0.232046375,0.522681416,0.281674211,0.531792324,0.957223588,0.423540853,0.526532956,0.542490428,0.403657859,0.645583829,0.675321971,0.209177125,0.572175966,0.719335644
1,0.168787597,0.032255671,0.07743214,0.552850047,0.540501368,0.387935871,0.012156521,0.531703408,0.00097271,0.072946371,0.009479222,0.031162626,0.4339787,0.341304224,0.456876723,0.21381913,0.471552284,0.003441052,0.623358007,0.311702962,0.00808151
0,0.82035093,0.89531467,0.805552524,0.051237654,0.910486651,0.150958254,0.568492388,0.751694804,0.749514881,0.952687888,0.968546651,0.533817484,0.887582924,0.094172423,0.693619088,0.833683769,0.921476061,0.932874508,0.999943967,0.929066161,0.990018209
1,0.960073677,0.235314546,0.020655013,0.983014065,0.058735103,0.473907499,0.009824016,0.877580832,0.015497204,0.772584166,0.739064073,0.10626545,0.352947545,0.825529868,0.406261946,0.275779241,0.015114426,0.015943597,0.594074278,0.007795578,0.479086545
0,0.148118445,0.004395847,0.383267193,0.217345038,0.949198064,0.032040223,0.089304853,0.471087457,0.325405319,0.239458275,0.100322955,0.022865939,0.893598105,0.043224565,0.714546374,0.713408032,0.552149896,0.296954184,0.00843732,0.369665979,0.003718816
0,0.379805087,0.895315163,0.94406477,0.738469245,0.882734365,0.988274033,0.863298091,0.238592892,0.83553059,0.495341385,0.556249731,0.92681728,0.134413828,0.753093036,0.542465293,0.689184892,0.858480748,0.945392901,0.08396303,0.925492237,0.9351999
1,0.428499038,0.43154245,0.719612081,0.483237179,0.428036487,0.47812333,0.757285825,0.299891873,0.762141839,0.172151164,0.088575041,0.300021012,0.615578358,0.545380323,0.591340104,0.737740279,0.866018266,0.681423687,0.72907282,0.855780901,0.202802807
0,0.202995446,0.592857839,0.920797965,0.893893193,0.192971927,0.792346133,0.820225041,0.341494756,0.959451535,0.377483941,0.454896385,0.604449742,0.252073423,0.805483285,0.316830242,0.371884293,0.209584369,0.692033995,0.246829741,0.210673629,0.607028411
0,0.577468641,0.27081749,0.549701952,0.258076431,0.54487014,0.239313114,0.465592622,0.572372199,0.446726193,0.976011604,0.966122722,0.38955287,0.349286774,0.23937964,0.205696696,0.235881741,0.3269124,0.415361591,0.405807352,0.459777985,0.774717275
1,0.935147915,0.564463371,0.469394788,0.926107246,0.840538276,0.437002824,0.407071516,0.678356586,0.044695404,0.810191364,0.655203074,0.559218293,0.38433859,0.337516142,0.686022547,0.628778964,0.89673799,0.233738774,0.301491566,0.93553946,0.889602717
0,0.305969766,0.100974745,0.038814,0.32372034,0.077106432,0.505905057,0.016747749,0.463825139,0.096777386,0.164753543,0.483108651,0.002196758,0.227239663,0.251317128,0.316658831,0.224922233,0.028594102,0.047186481,0.430910341,0.033592934,0.542947051
0,0.436262247,0.863825254,0.613247993,0.117078574,0.060394533,0.678169615,0.902682079,0.196403555,0.823984723,0.563558143,0.117776498,0.996132564,0.035446634,0.772731005,0.000184332,0.490309812,0.149695067,0.989062294,0.22046132,0.575661309,0.127836715
1,0.853060838,0.972173121,0.969141555,0.969746452,0.193135661,0.898966888,0.665921855,0.908964906,0.533798779,0.033561578,0.002055915,0.980705033,0.008500387,0.996121571,0.06552126,0.047868427,0.113092669,0.986936606,0.926311944,0.209078791,0.011997349
0,0.220263426,0.049616079,0.35012356,0.326373228,0.052014814,0.638912286,0.683190897,0.265523606,0.638489463,0.432194604,0.398636073,0.548832896,0.47946264,0.354695981,0.516419899,0.507698741,0.324464102,0.365225915,0.051783766,0.173503919,0.539054161
1,0.748338212,0.711153111,0.472021043,0.24242406,0.310387432,0.369308432,0.428409812,0.571235685,0.445009192,0.613965712,0.572749894,0.611518534,0.531211864,0.305824849,0.714244332,0.864803033,0.558770798,0.529591771,0.720638261,0.579635132,0.640712791
1,0.343726252,0.001922934,0.01046234,0.701936669,0.88598546,0.887925549,0.347130745,0.39249015,0.228264589,0.089214541,0.093609155,0.866030067,0.413340279,0.890145102,0.650345497,0.912470102,0.993965736,0.048860336,0.012548989,0.967826818,0.091840055
0,0.157319029,0.988142087,0.713856941,0.51823387,0.915478033,0.926059052,0.889691517,0.472247905,0.843791576,0.22678584,0.837344811,0.923150911,0.960411776,0.297584705,0.819594356,0.809591883,0.85873776,0.984973046,0.560992816,0.999981863,0.600241084
1,0.911597431,0.432893919,0.553345981,0.80259717,0.319131098,0.761066232,0.310942858,0.978610133,0.471919979,0.648811154,0.888269933,0.301397821,0.395363084,0.911564372,0.327163754,0.643899097,0.290927004,0.573676733,0.967972333,0.419717458,0.844017398
1,0.837703132,0.330891396,0.170224115,0.041703099,0.795434571,0.217447499,0.074076572,0.907386061,0.19950003,0.395113741,0.35424479,0.227820791,0.953446387,0.090777788,0.89520285,0.877568646,0.931572327,0.041064713,0.770685922,0.853456662,0.21157487
1,0.338928836,0.050799505,0.00484925,0.978078407,0.066395663,0.915991733,0.698939077,0.278678465,0.642853723,0.474908098,0.557212985,0.814444337,0.203108152,0.988992136,0.147646252,0.155851248,0.016128424,0.020579861,0.033516147,0.023900489,0.528605642
1,0.499891987,0.958266587,0.907244552,0.794143517,0.728424472,0.866359979,0.597732657,0.276044647,0.371420235,0.991367901,0.843414399,0.44168104,0.165458539,0.995958152,0.125936519,0.376639259,0.702584713,0.843998692,0.503405675,0.719822443,0.819445796
1,0.888118093,0.302385822,0.140362442,0.003559439,0.74760149,0.058518982,0.029409469,0.987258853,0.042577136,0.520587607,0.684366663,0.053530454,0.984957005,0.000116555,0.903773876,0.927325424,0.783991674,0.167895412,0.975139242,0.699522206,0.830364379
1,0.710915422,0.429404178,0.282408458,0.075852095,0.814627713,0.205588347,0.205066705,0.658063734,0.163667777,0.087826906,0.644445672,0.2020568,0.694536101,0.157546723,0.731502202,0.766023815,0.822195368,0.359416728,0.625970839,0.903504876,0.571751039
0,0.775205289,0.424375868,0.278923111,0.301013815,0.823931242,0.43756755,0.631645943,0.611687343,0.377043155,0.235590203,0.2609341,0.784350853,0.525068614,0.236231247,0.857021801,0.73162599,0.902831615,0.442274447,0.523561125,0.871744514,0.447375662
1,0.929062594,0.852756728,0.851743369,0.87646988,0.264862163,0.808587258,0.519864245,0.898407568,0.352326303,0.394639452,0.398471331,0.626715841,0.565228716,0.889189257,0.696253041,0.826083891,0.260038193,0.86425685,0.772130258,0.359189356,0.683407496
0,0.309925444,0.463661176,0.395695154,0.998960812,0.083588717,0.985993349,0.310628994,0.143154592,0.139256235,0.036316223,0.044949622,0.148239012,0.232470234,0.990059824,0.417402287,0.329765206,0.0404568,0.61688027,0.235330701,0.024117889,0.036765303
1,0.970253998,0.363075841,0.124311039,0.881773153,0.525079325,0.200011519,0.373972691,0.908986523,0.034820706,0.834492995,0.526067423,0.52681444,0.351340924,0.345948664,0.633600844,0.418038028,0.39601662,0.16563109,0.89270759,0.28111818,0.539054161
1,0.004299985,0.726847588,0.452873933,0.794687237,0.449402572,0.976257925,0.686990063,0.001632605,0.74758978,0.164139659,0.149816273,0.967790664,0.727217272,0.780306794,0.899242746,0.984041153,0.645864103,0.496314907,0.146546865,0.724881482,0.030252342
1,0.187006902,0.627477746,0.78342435,0.945719471,0.049953374,0.642859786,0.828350832,0.245348559,0.77585089,0.563211967,0.338973084,0.73496304,0.440142,0.96419482,0.194038354,0.145860777,0.052417524,0.712758137,0.303307995,0.121417189,0.327343304
0,0.767655668,0.661229614,0.890152293,0.777402413,0.436534631,0.767403458,0.828356733,0.938493045,0.988538742,0.917219162,0.967173031,0.877895088,0.598387805,0.796345932,0.756737937,0.764599788,0.256407733,0.885050508,0.543900394,0.177835463,0.850291504
1,0.329141946,0.032255671,0.14029203,0.251496442,0.999589654,0.235150434,0.495373671,0.417513116,0.4333132,0.878428892,0.948299738,0.066423188,0.946469995,0.423706092,0.935601516,0.887793453,0.874652358,0.177514914,0.857840134,0.989484571,0.929969031
1,0.646687772,0.350767413,0.187031418,0.455935949,0.075873921,0.569446314,0.240367962,0.851999565,0.266940322,0.243550447,0.0771423,0.328692475,0.564952557,0.756845876,0.476176523,0.860109506,0.132960572,0.116762187,0.836860496,0.365606505,0.175902464
1,0.931108028,0.301815249,0.158553381,0.915858701,0.326140614,0.738070568,0.272035396,0.533152424,0.035509251,0.218798708,0.11294283,0.311407197,0.625771902,0.623262293,0.985057643,0.810775274,0.421499191,0.16561989,0.247769331,0.273675305,0.340915491
0,0.452130818,0.950009137,0.947497016,0.964278508,0.489798609,0.815375412,0.998941351,0.295566474,0.880479718,0.022030179,0.045295738,0.915972855,0.446242598,0.98618503,0.480006904,0.281575103,0.61466407,0.914416814,0.417867586,0.576335521,0.15471918
1,0.611550023,0.726258759,0.63850728,0.142161487,0.347479693,0.085099392,0.236023105,0.695892294,0.224937226,0.652964837,0.523312842,0.364583251,0.291285728,0.080366502,0.853165607,0.713733689,0.532265496,0.523270705,0.903678775,0.497688689,0.261104428
0,0.461770377,0.503885011,0.806478234,0.340179841,0.659123036,0.237451149,0.361172582,0.662373777,0.399962736,0.651744853,0.539434196,0.169280983,0.633911691,0.292191083,0.690552832,0.659716485,0.76578475,0.675321971,0.900522544,0.963708555,0.350025818
0,0.101281913,0.87208292,0.49616245,0.50158125,0.564938337,0.540994965,0.847392468,0.102324279,0.544777482,0.604694619,0.885615445,0.885968391,0.524997651,0.472673719,0.689590991,0.737727634,0.532027732,0.860180801,0.05183233,0.551617631,0.86665575
0,0.109058853,0.776843664,0.574612438,0.351479884,0.38802839,0.243346902,0.454794456,0.383661205,0.597714748,0.362256093,0.64458245,0.534951968,0.950344427,0.325535455,0.853165607,0.814445187,0.332580156,0.665580238,0.418357697,0.347715288,0.483349281
0,0.401283673,0.386249101,0.417171358,0.669626368,0.601432381,0.769407524,0.059427734,0.48262711,0.187407833,0.293840617,0.404801223,0.10626545,0.900760163,0.46270252,0.764230182,0.809590235,0.53207284,0.434392081,0.182031947,0.697563759,0.423152344
1,0.288551632,0.627477746,0.646584843,0.32372034,0.154925516,0.415715998,0.703276467,0.324133495,0.607351304,0.630843122,0.612438591,0.809125867,0.789345517,0.322722336,0.650345497,0.79161578,0.373429693,0.599759958,0.142250243,0.401768092,0.766577882
1,0.866980842,0.428567729,0.379197293,0.403316495,0.551945112,0.631691111,0.526206661,0.282044645,0.1431192,0.374482567,0.665920766,0.404627058,0.732522258,0.694024821,0.746086124,0.860109506,0.50860289,0.68248661,0.234356112,0.560637557,0.30631084
0,0.085686042,0.840661914,0.950491746,0.881773153,0.530979468,0.817337576,0.836849689,0.231761558,0.863082911,0.846438983,0.827618398,0.765353654,0.439900535,0.902473285,0.25113594,0.274235385,0.31933972,0.905855191,0.075527897,0.384108096,0.854439024
1,0.880765358,0.031060617,0.259223886,0.999216072,0.487220081,0.894976439,0.548403999,0.529585931,0.007735152,0.236641623,0.081537239,0.057472144,0.986504691,0.824503719,0.645494189,0.60043318,0.914343917,0.159909899,0.463767143,0.808472353,0.6187575
1,0.148683071,0.879131305,0.767039907,0.473626418,0.361267389,0.893816813,0.988321136,0.151806307,0.704007782,0.086441704,0.095269492,0.877498301,0.088875207,0.92558943,0.210875473,0.73162599,0.369914017,0.974157571,0.0850283,0.649742905,0.122713434
1,0.056564118,0.591072557,0.3482736,0.94317511,0.014181871,0.835268361,0.929052502,0.04502894,0.997974029,0.479621233,0.501417769,0.841398328,0.282085046,0.944996878,0.099477743,0.079852656,0.008536572,0.382615927,0.163205894,0.040248152,0.760594345
0,0.871321482,0.317968207,0.166348408,0.087687854,0.404314718,0.449055584,0.154310575,0.949042544,0.212820018,0.355263499,0.273201839,0.402574967,0.400881668,0.251023408,0.730302297,0.836079869,0.582392017,0.233709378,0.840999775,0.736053383,0.598804913
1,0.732310646,0.250221574,0.373491756,0.192638335,0.583493098,0.322674482,0.216286701,0.865100261,0.228264589,0.819717176,0.845425474,0.289552884,0.413180779,0.170621485,0.541273417,0.480267938,0.620426547,0.211383276,0.811620608,0.559644459,0.80039219
1,0.266344879,0.399396717,0.034804418,0.950931182,0.260335828,0.674222818,0.744480403,0.32562193,0.866839723,0.926953589,0.902834083,0.780574408,0.429748367,0.905892406,0.270169125,0.131501811,0.121508461,0.091276806,0.324983555,0.0142339,0.808362352
1,0.651540955,0.21081667,0.147969653,0.684164797,0.619313917,0.921301861,0.324826478,0.502769256,0.047483284,0.410456298,0.814714494,0.300005,0.863571003,0.927337523,0.887405241,0.983724663,0.760421144,0.35769333,0.467835546,0.788765512,0.73081563
1,0.293112384,0.29838729,0.412983642,0.355696162,0.066966393,0.14479619,0.659524852,0.353744544,0.603432326,0.415618899,0.531792324,0.695756557,0.28509798,0.305824849,0.319005664,0.551693091,0.121431804,0.655483109,0.053546826,0.159825814,0.378844943
1,0.810277165,0.729419841,0.507775848,0.769304208,0.096044869,0.981429871,0.432953625,0.87681977,0.350817283,0.706208338,0.716577983,0.631061288,0.128087859,0.876185516,0.188080037,0.17840962,0.241101805,0.432063241,0.012547138,0.251703259,0.972763525
1,0.861167135,0.470959642,0.197427094,0.058464597,0.209732101,0.216449677,0.162560365,0.816676329,0.209984787,0.854295264,0.676408097,0.372374146,0.458797092,0.051125008,0.551431458,0.445353502,0.532006869,0.261778944,0.493677117,0.459888379,0.932748983
1,0.80698411,0.399396717,0.193450645,0.585025989,0.610219752,0.415715998,0.073392492,0.91348801,0.203629601,0.134867147,0.390467096,0.186056687,0.731385138,0.45889055,0.95367832,0.928669371,0.799535674,0.263773518,0.945514222,0.791782527,0.403875813
0,0.479110172,0.501962984,0.435616615,0.434916634,0.845252146,0.1591552,0.560344896,0.42661912,0.508909004,0.340243498,0.19475642,0.833899187,0.496356623,0.443071372,0.415509232,0.383776262,0.653270017,0.489986941,0.281091859,0.677582483,0.610909605
0,0.744874541,0.035960549,0.00484925,0.816743428,0.03427318,0.925416401,0.028989311,0.805614192,0.117986945,0.04645403,0.000751414,0.090406511,0.686019495,0.797938325,0.776243728,0.611899218,0.008137624,0.001258683,0.03012501,0.024117889,0.015981668
1,0.027262039,0.808825091,0.766042146,0.927904625,0.554263405,0.975052523,0.962427828,0.117811287,0.95607018,0.798840075,0.738784681,0.89943149,0.454500211,0.894674454,0.608918644,0.936608816,0.308599101,0.688136271,0.050567664,0.220300069,0.337920029
1,0.428499038,0.135828185,0.058044776,0.973867168,0.594924853,0.978100098,0.214547008,0.109372393,0.541542372,0.235190812,0.16268019,0.148094272,0.173529666,0.900184661,0.54915031,0.517113814,0.862506742,0.117811975,0.23230556,0.919506716,0.39938476
1,0.097538501,0.867397556,0.309498637,0.621224627,0.083588717,0.876109286,0.497400676,0.076239581,0.418728783,0.671800849,0.500323864,0.94248302,0.90922283,0.616827219,0.875550522,0.738402849,0.330687409,0.407085184,0.117150063,0.199720821,0.932748983
0,0.576761529,0.951853541,0.986546103,0.585188349,0.176309808,0.654541532,0.881534049,0.410568434,0.94412163,0.327423366,0.171117103,0.765353654,0.088875207,0.801500074,0.066504038,0.106539865,0.395712208,0.997332118,0.265162746,0.74225513,0.347979316
0,0.124640727,0.605746806,0.217966031,0.07525282,0.834675236,0.32910504,0.186713346,0.138960134,0.166382307,0.474508227,0.405386943,0.455784946,0.752641889,0.156819678,0.940272461,0.857119247,0.753670421,0.445346761,0.039786667,0.795626324,0.643279823
0,0.502647268,0.056447881,0.027382884,0.162562615,0.674554968,0.082385806,0.096791517,0.496582836,0.124751926,0.143759266,0.149816273,0.125292645,0.890043304,0.035408174,0.957963788,0.977529792,0.75819748,0.046057041,0.966415436,0.801748872,0.041693207
1,0.4384606,0.427421323,0.585394387,0.765251725,0.073000828,0.766359531,0.613246764,0.650032339,0.446726193,0.059881255,0.02615566,0.764201809,0.279645819,0.962806008,0.238336871,0.2780006,0.03297572,0.442347817,0.518989396,0.106791765,0.072859164
1,0.890386552,0.637685953,0.263294672,0.806661979,0.085809436,0.756570357,0.270022455,0.853068798,0.132823862,0.528948652,0.637053063,0.227820791,0.227239663,0.74720663,0.307603523,0.219719324,0.042474202,0.521033844,0.808769807,0.111984719,0.696465731
0,0.771274841,0.616898724,0.411049529,0.626991093,0.347479693,0.667249658,0.568492388,0.366758709,0.2807516,0.564738765,0.809662306,0.40028303,0.425486872,0.633893629,0.462080959,0.864580732,0.1068348,0.669064139,0.749091147,0.459777985,0.635255327
1,0.732310646,0.586690198,0.395008561,0.579020862,0.707419273,0.835509779,0.292337163,0.523368864,0.224937226,0.310610172,0.302826116,0.336098451,0.482886454,0.654868759,0.683835096,0.726068749,0.799535674,0.492266111,0.39432633,0.951891806,0.232174
1,0.652450719,0.762895604,0.984862442,0.970431022,0.619589281,0.852646806,0.207084075,0.278677805,0.147108547,0.846438983,0.230354477,0.345770106,0.295633853,0.944996878,0.351006837,0.056579335,0.822655168,0.83074195,0.207050208,0.273723996,0.253198438
0,0.874530463,0.869270628,0.488274091,0.163212454,0.063583682,0.111765714,0.292341701,0.835173267,0.20764334,0.355364115,0.518747986,0.12090497,0.91460212,0.176427072,0.855900871,0.919352605,0.30265287,0.483867806,0.97176539,0.447700896,0.982286216
1,0.46768275,0.225781359,0.211889644,0.951756442,0.739525649,0.937250077,0.012159154,0.674850146,0.031477628,0.013103901,0.042996287,0.113860857,0.11980419,0.996121571,0.035580507,0.042056274,0.802137669,0.153140618,0.676666082,0.83352214,0.06400158
0,0.070141079,0.537936576,0.77776573,0.510784292,0.583482809,0.743768569,0.897385796,0.191657636,0.882885707,0.176300203,0.344380233,0.833899187,0.4339787,0.61685368,0.697615312,0.751605101,0.713640935,0.74584408,0.280509918,0.600426243,0.339377215
1,0.417611665,0.638015488,0.713923605,0.615966115,0.397026263,0.493811742,0.434574059,0.444667578,0.444866313,0.579359151,0.500094718,0.444680169,0.275799397,0.57982746,0.492510316,0.441758421,0.282119797,0.681282451,0.426942561,0.372144756,0.834614613
0,0.021675338,0.032255671,0.574728454,0.376140839,0.965955321,0.081918288,0.049166955,0.303540552,0.56716692,0.089214541,0.069707967,0.04747284,0.613628178,0.062709706,0.52421197,0.52018638,0.644981617,0.283612316,0.463335347,0.671575301,0.06400158
1,0.81742915,0.492277641,0.11606954,0.039804814,0.919630356,0.032040223,0.006304,0.970904342,0.041098041,0.565387959,0.739064073,0.349795208,0.903614116,0.003984573,0.887219216,0.930039538,0.968446189,0.086823007,0.906051163,0.961281612,0.974203305
0,0.219015805,0.195191804,0.185724363,0.071672572,0.743654797,0.08500754,0.085736305,0.350567683,0.15086111,0.352691526,0.283074228,0.075911397,0.950758349,0.033038775,0.814563038,0.76962945,0.426172752,0.146897476,0.148965535,0.323934452,0.392559865
1,0.531720558,0.161294426,0.036087357,0.748365403,0.503931981,0.581250206,0.54816057,0.500330505,0.45645053,0.288804879,0.2455754,0.575794872,0.35638263,0.780306794,0.275578706,0.195816319,0.923536926,0.084232826,0.393827936,0.887688739,0.696935582
1,0.771274841,0.728232663,0.545689153,0.421221403,0.334012942,0.263337357,0.6911899,0.658063734,0.589933957,0.619780422,0.954165978,0.707438205,0.363734452,0.494042774,0.254198458,0.111873325,0.285536816,0.875890644,0.512522736,0.468959177,0.736310373
1,0.41397778,0.000538228,0.158771452,0.234087241,1,0.08943689,0.123738177,0.459589813,0.166439323,0.407601356,0.499331848,0.015497133,0.880099816,0.09526017,0.71830298,0.722488511,0.76806596,0.220786252,0.901468262,0.862043954,0.2892953
1,0.154071607,0.564463371,0.782773663,0.788071115,0.176989443,0.717401199,0.657797644,0.321021614,0.829823164,0.230871752,0.65515246,0.843990004,0.427249826,0.849532662,0.480885186,0.402870137,0.076826015,0.625051389,0.276152858,0.075247567,0.830595436
0,0.554415113,0.814934519,0.619191436,0.275826442,0.619194578,0.251035116,0.408606955,0.542088874,0.483737499,0.377483941,0.780990226,0.279461197,0.533123537,0.254885518,0.607386808,0.615804854,0.705422888,0.574702376,0.594334064,0.72900754,0.840194634
1,0.514237013,0.814751187,0.975247991,0.470167932,0.66528109,0.182143953,0.780149507,0.85201109,0.781519686,0.91612335,0.970147544,0.737365256,0.859459267,0.259475779,0.962262299,0.988267976,0.921476061,0.986940414,0.303307995,0.98950257,0.654744459
0,0.763466979,0.471918149,0.123990294,0.294717327,0.598412639,0.193807538,0.272047091,0.717115938,0.14764558,0.227718404,0.410998853,0.321357622,0.956672035,0.266948012,0.967831677,0.976523414,0.724300839,0.401748865,0.626143359,0.793534633,0.73652008
0,0.103269976,0.790305096,0.44355046,0.818356044,0.209732101,0.784036196,0.688526943,0.479284011,0.69632572,0.380008256,0.613992678,0.590625852,0.053693746,0.803820574,0.06552126,0.000963852,0.004031176,0.781109585,0.594070543,0.126196424,0.456363752
0,0.027267195,0.601272981,0.530982129,0.959304692,0.428036487,0.749017437,0.868977725,0.10758002,0.881963934,0.856369375,0.712526871,0.946298316,0.228864663,0.942095251,0.170022491,0.104001422,0.056438076,0.419293359,0.001044603,0.06582071,0.76052996
1,0.899802076,0.76607259,0.222606981,0.038144059,0.529908031,0.172259187,0.543083537,0.794223941,0.222352162,0.08815023,0.261721693,0.809091624,0.331966795,0.176571808,0.389124293,0.379740669,0.561326578,0.577430366,0.838908575,0.512462856,0.175875297
1,0.056564118,0.630979007,0.922798402,0.938380207,0.27825264,0.850708757,0.852924744,0.135461742,0.839381677,0.813345896,0.830468787,0.79870714,0.03303414,0.823856147,0.342793938,0.275779241,0.228256796,0.880938527,0.235323105,0.245439077,0.79677787
1,0.868639473,0.464393071,0.585394387,0.265133535,0.499514535,0.214008985,0.138113395,0.862671795,0.139253446,0.608695896,0.491106068,0.23162148,0.71895947,0.263039756,0.618977127,0.490309812,0.463486258,0.61477411,0.861502851,0.335984328,0.331334202
1,0.58058499,0.194037047,0.554477602,0.694109878,0.174594507,0.550927497,0.335164692,0.570204181,0.417353995,0.675948094,0.930949988,0.009021515,0.162157609,0.511700617,0.437829416,0.511700259,0.330687409,0.515116259,0.995965399,0.431648139,0.784424562
0,0.4830316,0.665494038,0.295354722,0.231023861,0.168724031,0.1591552,0.284216236,0.470391648,0.282384214,0.16177004,0.35424479,0.451083489,0.451092222,0.298057535,0.51243615,0.184349839,0.370802868,0.43412522,0.447644634,0.169799177,0.608776973
1,0.741532093,0.397665588,0.142342129,0.087715073,0.949285925,0.172240204,0.215949277,0.524637252,0.216622514,0.128041451,0.426779681,0.336098451,0.911181648,0.117992039,0.991983078,0.943711361,0.931552494,0.423631955,0.569280086,0.815677738,0.459237205
1,0.021675338,0.166208092,0.785693184,0.999339525,0.617758745,0.800027256,0.154658098,0.229206433,0.976553627,0.999175179,0.324057874,0.022865939,0.954525092,0.839765972,0.898766586,0.984041153,0.527966992,0.153140618,0.222249724,0.000277898,0.315704746
0,0.027262039,0.623197512,0.777419791,0.439192039,0.205352687,0.205178408,0.961119569,0.000624649,0.975011834,0.784169244,0.579872249,0.946298316,0.051739404,0.374970946,0.173328012,0.026649457,0.081109668,0.577430366,0.021698335,0.071773298,0.758285994
1,0.943640897,0.045029672,0.63850728,0.660356927,0.377925774,0.204660267,0.296409205,0.938102752,0.533798779,0.621964438,0.797518154,0.097450682,0.867846873,0.388663677,0.640910541,0.727687209,0.338643432,0.404126217,0.954113482,0.40124006,0.832566574
0,0.235654863,0.084671491,0.187908602,0.059351965,0.915941925,0.125533355,0.676070593,0.25710665,0.533798779,0.377796936,0.426948846,0.917496895,0.069108845,0.306638995,0.470905417,0.743756642,0.540183821,0.296954184,0.963159044,0.647586613,0.057872994
0,0.07822366,0.451765904,0.608112118,0.890275313,0.075873921,0.915957326,0.771496026,0.282381693,0.582090202,0.017320632,0.050354099,0.593572392,0.365660611,0.996121571,0.147194151,0.452675145,0.013617875,0.703685097,0.347704405,0.115746068,0.015981668
1,0.652450719,0.239101093,0.473158007,0.820378976,0.352511736,0.640872251,0.47102243,0.744452767,0.56716692,0.153226099,0.278857038,0.867239341,0.463165268,0.605408063,0.48807602,0.506978636,0.22200477,0.261293289,0.406629545,0.159745105,0.323350274
1,0.06036936,0.601272981,0.840489399,0.955820039,0.415528647,0.795767593,0.928229413,0.130718109,0.93318681,0.564738893,0.381404705,0.89943149,0.850911625,0.960595033,0.91740914,0.891840486,0.564995873,0.839379925,0.219726504,0.795546744,0.39013575
1,0.584788106,0.012936077,0.733149171,0.127265632,0.932197802,0.111765714,0.374155414,0.708799244,0.504793673,0.619780422,0.404801223,0.103766171,0.943520411,0.110199879,0.915388731,0.899759126,0.532265496,0.58355096,0.879278508,0.618212848,0.056068438
0,0.961321788,0.681468064,0.011589548,0.486203593,0.117119322,0.348715716,0.231636983,0.756002336,0.00430717,0.015026791,0.039952041,0.380824471,0.694188412,0.537645184,0.542490428,0.485973333,0.101108714,0.359416728,0.752903563,0.169729527,0.152631486
0,0.339609379,0.987803001,0.835765906,0.317422289,0.478438399,0.250691688,0.74717606,0.466439722,0.68186168,0.655594156,0.396600443,0.683682222,0.239633285,0.282318698,0.740752826,0.707623762,0.864602907,0.698726464,0.589996938,0.667575684,0.9825694
0,0.831637084,0.537084085,0.29504258,0.491227303,0.717326484,0.423339736,0.584705693,0.455431523,0.688523961,0.648811154,0.692404405,0.633329242,0.389499397,0.266634637,0.768302659,0.792098026,0.68530812,0.202625053,0.297486777,0.862043954,0.958661427
1,0.053296427,0.231832249,0.762163663,0.589695016,0.581417441,0.369552348,0.296402746,0.160007191,0.743080944,0.70716108,0.430741757,0.205082608,0.555776481,0.431323988,0.358595978,0.151462725,0.306307698,0.643902474,0.50231045,0.177835463,0.164041468
0,0.089681484,0.073328121,0.5343706,0.999339525,0.102409386,0.901863745,0.391444764,0.274573693,0.866462288,0.877505168,0.999343457,0.562150197,0.439900535,0.776024029,0.105784896,0.219719324,0.013617875,0.032766541,0.234344957,0.091988829,0.862845154
0,0.027262039,0.677445616,0.840489399,0.836558979,0.436534631,0.677247384,0.917680252,0.010467378,0.978810922,0.655913781,0.483252785,0.796909184,0.615578358,0.747062417,0.517292304,0.447999129,0.359495398,0.876776813,0.075354052,0.387516696,0.347979316
0,0.267412895,0.711758474,0.301829972,0.069021103,0.489798609,0.271263475,0.398783016,0.278677805,0.402343064,0.111241725,0.092420164,0.680360849,0.944520382,0.076809167,0.976357894,0.973865767,0.695674205,0.107803889,0.33512412,0.765800902,0.040027136
